year,month,region_code,region_name,npd_total,npd_physical,npd_ie
2022,6,47,Ленинградская область,58502,54748,3754
2022,6,51,Мурманская область,16183,15198,985
2022,6,53,Новгородская область,13907,12860,1047
2022,6,60,Псковская область,13393,12586,807
2022,6,78,Санкт-Петербург,351261,333560,17701
2022,6,83,Ненецкий автономный округ,935,877,58
2022,6,01,Республика Адыгея,10166,9692,474
2022,6,08,Республика Калмыкия,5151,4743,408
2022,6,23,Краснодарский край,222331,208680,13651
2022,6,23,Сириус,31,30,1
2022,6,30,Астраханская область,28028,26749,1279
2022,6,34,Волгоградская область,69654,66499,3155
2022,6,61,Ростовская область,141660,133772,7888
2022,6,91,Республика Крым,61128,58190,2938
2022,6,92,Севастополь,13780,12900,880
2022,6,05,Республика Дагестан,135410,133391,2019
2022,6,06,Республика Ингушетия,5991,5830,161
2022,6,07,Кабардино-Балкарская Республика,40315,39517,798
2022,6,09,Карачаево-Черкесская Республика,10487,10121,366
2022,6,15,Республика Северная Осетия-Алания,15725,15268,457
2022,6,20,Чеченская Республика,64442,63438,1004
2022,6,26,Ставропольский край,64932,61356,3576
2022,6,02,Республика Башкортостан,100048,94306,5742
2022,6,12,Республика Марий Эл,12712,12052,660
2022,6,13,Республика Мордовия,11912,11202,710
2022,6,16,Республика Татарстан,198958,190696,8262
2022,6,18,Удмуртская Республика,36843,35216,1627
2022,6,21,Чувашская Республика,28150,26767,1383
2022,6,43,Кировская область,26708,24989,1719
2022,6,52,Нижегородская область,92471,88231,4240
2022,6,56,Оренбургская область,46132,44418,1714
2022,6,58,Пензенская область,24731,23073,1658
2022,6,59,Пермский край,80961,76914,4047
2022,6,63,Самарская область,123608,118032,5576
2022,6,64,Саратовская область,52590,50833,1757
2022,6,73,Ульяновская область,29787,28320,1467
2022,6,45,Курганская область,15702,14796,906
2022,6,66,Свердловская область,145258,137770,7488
2022,6,72,Тюменская область,58268,55256,3012
2022,6,74,Челябинская область,100432,96400,4032
2022,6,86,Ханты-Мансийский автономный округ — Югра,43671,41221,2450
2022,6,89,Ямало-Ненецкий автономный округ,11441,10759,682
2022,6,04,Республика Алтай,6144,5655,489
2022,6,17,Республика Тыва,7784,7512,272
2022,6,19,Республика Хакасия,11359,10830,529
2022,6,22,Алтайский край,50178,47619,2559
2022,6,24,Красноярский край,87947,82986,4961
2022,6,38,Иркутская область,60911,58381,2530
2022,6,42,Кемеровская область-Кузбасс,53325,50683,2642
2022,6,54,Новосибирская область,109306,103521,5785
2022,6,55,Омская область,55724,53557,2167
2022,6,70,Томская область,29597,28021,1576
2022,6,03,Республика Бурятия,16542,15456,1086
2022,6,14,Республика Саха (Якутия),23237,21266,1971
2022,6,25,Приморский край,45097,42146,2951
2022,6,27,Хабаровский край,34403,32526,1877
2022,6,28,Амурская область,14830,14069,761
2022,6,41,Камчатский край,5830,5475,355
2022,6,49,Магаданская область,3224,3002,222
2022,6,65,Сахалинская область,11610,10859,751
2022,6,75,Забайкальский край,14106,13335,771
2022,6,79,Еврейская автономная область,2650,2500,150
2022,6,87,Чукотский автономный округ,539,484,55
2022,7,00,Российская Федерация,5404431,5105850,298581
2022,7,31,Белгородская область,35120,32282,2838
2022,7,32,Брянская область,23288,22114,1174
2022,7,33,Владимирская область,29228,27389,1839
2022,7,36,Воронежская область,67009,64720,2289
2022,7,37,Ивановская область,20548,19336,1212
2022,7,40,Калужская область,38400,36221,2179
2022,7,44,Костромская область,11827,11097,730
2022,7,46,Курская область,21175,20134,1041
2022,7,48,Липецкая область,25330,24098,1232
2022,7,50,Московская область,407038,375322,31716
2022,7,57,Орловская область,17016,16038,978
2022,7,62,Рязанская область,23919,22708,1211
2022,7,67,Смоленская область,17450,16674,776
2022,7,68,Тамбовская область,15373,14471,902
2022,7,69,Тверская область,31528,30090,1438
2022,7,71,Тульская область,30410,28710,1700
2022,7,76,Ярославская область,35253,33665,1588
2022,7,77,г.Москва,1078171,1007480,70691
2022,7,10,Республика Карелия,17467,16105,1362
2022,7,11,Республика Коми,16114,15047,1067
2022,7,29,Архангельская область,17794,16633,1161
2022,7,35,Вологодская область,22714,21362,1352
2022,7,39,Калининградская область,38457,36516,1941
2022,7,47,Ленинградская область,60414,56417,3997
2022,7,51,Мурманская область,16639,15619,1020
2022,7,53,Новгородская область,14535,13412,1123
2022,7,60,Псковская область,14005,13173,832
2022,7,78,г.Санкт-Петербург,363189,344291,18898
2022,7,83,Ненецкий автономный округ,955,893,62
2022,7,01,Республика Адыгея (Адыгея),10746,10238,508
2022,7,08,Республика Калмыкия,5420,5004,416
2022,7,23,Краснодарский край,234026,219475,14551
2022,7,23,Сириус,33,32,1
2022,7,30,Астраханская область,29438,28075,1363
2022,7,34,Волгоградская область,72168,68844,3324
2022,7,61,Ростовская область,148113,139625,8488
2022,7,91,Республика Крым,64820,61710,3110
2022,7,92,г.Севастополь,14654,13738,916
2022,7,05,Республика Дагестан,144181,142026,2155
2022,7,06,Республика Ингушетия,6469,6288,181
2022,7,07,Кабардино-Балкарская Республика,42733,41879,854
2022,7,09,Карачаево-Черкесская Республика,11236,10838,398
2022,7,15,Республика Северная Осетия - Алания,17510,17015,495
2022,7,20,Чеченская Республика,66778,65698,1080
2022,7,26,Ставропольский край,68631,64881,3750
2022,7,02,Республика Башкортостан,103703,97591,6112
2022,7,12,Республика Марий Эл,13266,12588,678
2022,7,13,Республика Мордовия,12367,11616,751
2022,7,16,Республика Татарстан (Татарстан),203718,195165,8553
2022,7,18,Удмуртская Республика,38196,36446,1750
2022,7,21,Чувашская Республика - Чувашия,29344,27914,1430
2022,7,43,Кировская область,27790,25918,1872
2022,7,52,Нижегородская область,95700,91234,4466
2022,7,56,Оренбургская область,48463,46540,1923
2022,7,58,Пензенская область,25732,24077,1655
2022,7,59,Пермский край,83865,79629,4236
2022,7,63,Самарская область,127977,122063,5914
2022,7,64,Саратовская область,54975,53102,1873
2022,7,73,Ульяновская область,31293,29712,1581
2022,7,45,Курганская область,16314,15359,955
2022,7,66,Свердловская область,150104,142186,7918
2022,7,72,Тюменская область,60244,57009,3235
2022,7,74,Челябинская область,104723,100503,4220
2022,7,86,Ханты-Мансийский автономный округ - Югра,44917,42389,2528
2022,7,89,Ямало-Ненецкий автономный округ,11796,11077,719
2022,7,04,Республика Алтай,6521,6023,498
2022,7,17,Республика Тыва,8195,7890,305
2022,7,19,Республика Хакасия,11942,11370,572
2022,7,22,Алтайский край,52699,50061,2638
2022,7,24,Красноярский край,91724,86541,5183
2022,7,38,Иркутская область,63912,61210,2702
2022,7,42,Кемеровская область,55402,52666,2736
2022,7,54,Новосибирская область,113534,107370,6164
2022,7,55,Омская область,57836,55555,2281
2022,7,70,Томская область,30909,29263,1646
2022,7,03,Республика Бурятия,17352,16189,1163
2022,7,14,Республика Саха (Якутия),24372,22279,2093
2022,7,25,Приморский край,46953,43866,3087
2022,7,27,Хабаровский край,36012,34049,1963
2022,7,28,Амурская область,15514,14708,806
2022,7,41,Камчатский край,6130,5755,375
2022,7,49,Магаданская область,3348,3113,235
2022,7,65,Сахалинская область,12013,11215,798
2022,7,75,Забайкальский край,14948,14115,833
2022,7,79,Еврейская автономная область,2757,2603,154
2022,7,87,Чукотский автономный округ,549,508,41
2022,8,00,Российская Федерация,5608198,5311553,296645
2022,8,31,Белгородская область,36412,33524,2888
2022,8,32,Брянская область,24332,23156,1176
2022,8,33,Владимирская область,30384,28545,1839
2022,8,36,Воронежская область,69497,67197,2300
2022,8,37,Ивановская область,21436,20211,1225
2022,8,40,Калужская область,39614,37418,2196
2022,8,44,Костромская область,12481,11740,741
2022,8,46,Курская область,22167,21112,1055
2022,8,48,Липецкая область,26405,25189,1216
2022,8,50,Московская область,419817,388091,31726
2022,8,57,Орловская область,17687,16707,980
2022,8,62,Рязанская область,24893,23731,1162
2022,8,67,Смоленская область,18354,17555,799
2022,8,68,Тамбовская область,16110,15262,848
2022,8,69,Тверская область,33141,31685,1456
2022,8,71,Тульская область,31787,30058,1729
2022,8,76,Ярославская область,37066,35447,1619
2022,8,77,г.Москва,1106139,1037543,68596
2022,8,10,Республика Карелия,18184,16815,1369
2022,8,11,Республика Коми,16748,15675,1073
2022,8,29,Архангельская область,18513,17338,1175
2022,8,35,Вологодская область,23835,22468,1367
2022,8,39,Калининградская область,39989,38005,1984
2022,8,47,Ленинградская область,62513,58485,4028
2022,8,51,Мурманская область,17232,16202,1030
2022,8,53,Новгородская область,15167,14022,1145
2022,8,60,Псковская область,14551,13719,832
2022,8,78,г.Санкт-Петербург,375516,356499,19017
2022,8,83,Ненецкий автономный округ,981,918,63
2022,8,01,Республика Адыгея (Адыгея),11421,10906,515
2022,8,08,Республика Калмыкия,5703,5281,422
2022,8,23,Краснодарский край,245789,231069,14720
2022,8,23,Сириус,39,38,1
2022,8,30,Астраханская область,30747,29399,1348
2022,8,34,Волгоградская область,74896,71556,3340
2022,8,61,Ростовская область,154700,146076,8624
2022,8,91,Республика Крым,68524,65404,3120
2022,8,92,г.Севастополь,15502,14574,928
2022,8,05,Республика Дагестан,152089,149873,2216
2022,8,06,Республика Ингушетия,6956,6762,194
2022,8,07,Кабардино-Балкарская Республика,44922,44041,881
2022,8,09,Карачаево-Черкесская Республика,11913,11501,412
2022,8,15,Республика Северная Осетия - Алания,19157,18647,510
2022,8,20,Чеченская Республика,70277,69293,984
2022,8,26,Ставропольский край,71683,68443,3240
2022,8,02,Республика Башкортостан,107278,101163,6115
2022,8,12,Республика Марий Эл,13898,13218,680
2022,8,13,Республика Мордовия,12825,12064,761
2022,8,16,Республика Татарстан (Татарстан),208772,200228,8544
2022,8,18,Удмуртская Республика,39665,37912,1753
2022,8,21,Чувашская Республика - Чувашия,30630,29175,1455
2022,8,43,Кировская область,28828,26995,1833
2022,8,52,Нижегородская область,99447,94991,4456
2022,8,56,Оренбургская область,50286,48431,1855
2022,8,58,Пензенская область,26679,25070,1609
2022,8,59,Пермский край,86983,82738,4245
2022,8,63,Самарская область,133020,127076,5944
2022,8,64,Саратовская область,57169,55273,1896
2022,8,73,Ульяновская область,32698,31170,1528
2022,8,45,Курганская область,17105,16138,967
2022,8,66,Свердловская область,155610,147647,7963
2022,8,72,Тюменская область,62353,59191,3162
2022,8,74,Челябинская область,109252,105040,4212
2022,8,86,Ханты-Мансийский автономный округ - Югра,46365,43812,2553
2022,8,89,Ямало-Ненецкий автономный округ,12178,11478,700
2022,8,04,Республика Алтай,6770,6267,503
2022,8,17,Республика Тыва,8619,8310,309
2022,8,19,Республика Хакасия,12510,11931,579
2022,8,22,Алтайский край,56403,53692,2711
2022,8,24,Красноярский край,95482,90235,5247
2022,8,38,Иркутская область,66960,64244,2716
2022,8,42,Кемеровская область,57404,54647,2757
2022,8,54,Новосибирская область,118017,111750,6267
2022,8,55,Омская область,59919,57637,2282
2022,8,70,Томская область,32210,30565,1645
2022,8,03,Республика Бурятия,18219,17042,1177
2022,8,14,Республика Саха (Якутия),25103,23340,1763
2022,8,25,Приморский край,48949,45859,3090
2022,8,27,Хабаровский край,37513,35517,1996
2022,8,28,Амурская область,16229,15412,817
2022,8,41,Камчатский край,6413,6031,382
2022,8,49,Магаданская область,3475,3242,233
2022,8,65,Сахалинская область,12576,11766,810
2022,8,75,Забайкальский край,15658,14817,841
2022,8,79,Еврейская автономная область,2879,2720,159
2022,8,87,Чукотский автономный округ,580,539,41
2022,9,00,Российская Федерация,5821019,5512960,308059
2022,9,31,Белгородская область,37636,34613,3023
2022,9,32,Брянская область,25352,24120,1232
2022,9,33,Владимирская область,31623,29716,1907
2022,9,36,Воронежская область,72152,69785,2367
2022,9,37,Ивановская область,22444,21176,1268
2022,9,40,Калужская область,40941,38671,2270
2022,9,44,Костромская область,13130,12359,771
2022,9,46,Курская область,23138,22041,1097
2022,9,48,Липецкая область,27398,26136,1262
2022,9,50,Московская область,434057,401364,32693
2022,9,57,Орловская область,18374,17363,1011
2022,9,62,Рязанская область,25964,24778,1186
2022,9,67,Смоленская область,19255,18403,852
2022,9,68,Тамбовская область,16812,15932,880
2022,9,69,Тверская область,34651,33163,1488
2022,9,71,Тульская область,33070,31234,1836
2022,9,76,Ярославская область,38797,37055,1742
2022,9,77,г.Москва,1138579,1068235,70344
2022,9,10,Республика Карелия,18859,17431,1428
2022,9,11,Республика Коми,17466,16350,1116
2022,9,29,Архангельская область,19299,18081,1218
2022,9,35,Вологодская область,25112,23671,1441
2022,9,39,Калининградская область,41428,39350,2078
2022,9,47,Ленинградская область,64792,60560,4232
2022,9,51,Мурманская область,17942,16880,1062
2022,9,53,Новгородская область,15746,14603,1143
2022,9,60,Псковская область,15095,14234,861
2022,9,78,г.Санкт-Петербург,389218,369341,19877
2022,9,83,Ненецкий автономный округ,1020,956,64
2022,9,01,Республика Адыгея (Адыгея),11957,11388,569
2022,9,08,Республика Калмыкия,5923,5495,428
2022,9,23,Краснодарский край,256686,241114,15572
2022,9,23,Сириус,44,42,2
2022,9,30,Астраханская область,32015,30612,1403
2022,9,34,Волгоградская область,77599,74128,3471
2022,9,61,Ростовская область,161448,152398,9050
2022,9,91,Республика Крым,71787,68614,3173
2022,9,92,г.Севастополь,16355,15374,981
2022,9,05,Республика Дагестан,159766,157349,2417
2022,9,06,Республика Ингушетия,7488,7266,222
2022,9,07,Кабардино-Балкарская Республика,48384,47442,942
2022,9,09,Карачаево-Черкесская Республика,12534,12098,436
2022,9,15,Республика Северная Осетия - Алания,20647,20087,560
2022,9,20,Чеченская Республика,75012,73896,1116
2022,9,26,Ставропольский край,75117,71756,3361
2022,9,02,Республика Башкортостан,111065,104641,6424
2022,9,12,Республика Марий Эл,14412,13696,716
2022,9,13,Республика Мордовия,13307,12525,782
2022,9,16,Республика Татарстан (Татарстан),214543,205716,8827
2022,9,18,Удмуртская Республика,41181,39377,1804
2022,9,21,Чувашская Республика - Чувашия,31976,30444,1532
2022,9,43,Кировская область,29971,28016,1955
2022,9,52,Нижегородская область,103476,98874,4602
2022,9,56,Оренбургская область,52019,50028,1991
2022,9,58,Пензенская область,27704,26022,1682
2022,9,59,Пермский край,90014,85635,4379
2022,9,63,Самарская область,137820,131612,6208
2022,9,64,Саратовская область,59377,57374,2003
2022,9,73,Ульяновская область,34021,32475,1546
2022,9,45,Курганская область,17834,16818,1016
2022,9,66,Свердловская область,161238,153020,8218
2022,9,72,Тюменская область,64712,61384,3328
2022,9,74,Челябинская область,113839,109394,4445
2022,9,86,Ханты-Мансийский автономный округ - Югра,47703,45076,2627
2022,9,89,Ямало-Ненецкий автономный округ,12628,11905,723
2022,9,04,Республика Алтай,6959,6445,514
2022,9,17,Республика Тыва,9025,8692,333
2022,9,19,Республика Хакасия,13076,12474,602
2022,9,22,Алтайский край,59551,56650,2901
2022,9,24,Красноярский край,99308,93764,5544
2022,9,38,Иркутская область,69999,67151,2848
2022,9,42,Кемеровская область,59450,56573,2877
2022,9,54,Новосибирская область,121805,115558,6247
2022,9,55,Омская область,62088,59745,2343
2022,9,70,Томская область,33663,31963,1700
2022,9,03,Республика Бурятия,18902,17650,1252
2022,9,14,Республика Саха (Якутия),26152,24281,1871
2022,9,25,Приморский край,50967,47751,3216
2022,9,27,Хабаровский край,39047,36974,2073
2022,9,28,Амурская область,16936,16094,842
2022,9,41,Камчатский край,6661,6252,409
2022,9,49,Магаданская область,3604,3360,244
2022,9,65,Сахалинская область,12919,12064,855
2022,9,75,Забайкальский край,16365,15444,921
2022,9,79,Еврейская автономная область,2984,2820,164
2022,9,87,Чукотский автономный округ,606,563,43
2022,10,00,Российская Федерация,6045206,5721502,323704
2022,10,31,Белгородская область,38921,35761,3160
2022,10,32,Брянская область,26313,25032,1281
2022,10,33,Владимирская область,32816,30831,1985
2022,10,36,Воронежская область,74985,72445,2540
2022,10,37,Ивановская область,23443,22092,1351
2022,10,40,Калужская область,42248,39834,2414
2022,10,44,Костромская область,13730,12924,806
2022,10,46,Курская область,24110,22949,1161
2022,10,48,Липецкая область,28336,26988,1348
2022,10,50,Московская область,448598,414392,34206
2022,10,57,Орловская область,19027,17956,1071
2022,10,62,Рязанская область,26997,25731,1266
2022,10,67,Смоленская область,20076,19171,905
2022,10,68,Тамбовская область,17470,16534,936
2022,10,69,Тверская область,36340,34782,1558
2022,10,71,Тульская область,34309,32360,1949
2022,10,76,Ярославская область,40580,38737,1843
2022,10,77,г.Москва,1168958,1095225,73733
2022,10,10,Республика Карелия,19463,17981,1482
2022,10,11,Республика Коми,18214,17041,1173
2022,10,29,Архангельская область,20146,18854,1292
2022,10,35,Вологодская область,26192,24693,1499
2022,10,39,Калининградская область,42638,40576,2062
2022,10,47,Ленинградская область,67127,62631,4496
2022,10,51,Мурманская область,18450,17496,954
2022,10,53,Новгородская область,16361,15157,1204
2022,10,60,Псковская область,15661,14780,881
2022,10,78,г.Санкт-Петербург,402501,381199,21302
2022,10,83,Ненецкий автономный округ,1093,1025,68
2022,10,01,Республика Адыгея (Адыгея),12417,11874,543
2022,10,08,Республика Калмыкия,6186,5720,466
2022,10,23,Краснодарский край,267429,251090,16339
2022,10,23,Сириус,48,46,2
2022,10,30,Астраханская область,33423,31934,1489
2022,10,34,Волгоградская область,80429,76759,3670
2022,10,61,Ростовская область,167888,158376,9512
2022,10,91,Республика Крым,75022,71775,3247
2022,10,92,г.Севастополь,17150,16148,1002
2022,10,05,Республика Дагестан,178272,175592,2680
2022,10,06,Республика Ингушетия,7991,7758,233
2022,10,07,Кабардино-Балкарская Республика,51844,50842,1002
2022,10,09,Карачаево-Черкесская Республика,13198,12849,349
2022,10,15,Республика Северная Осетия - Алания,21941,21311,630
2022,10,20,Чеченская Республика,81561,80342,1219
2022,10,26,Ставропольский край,78449,74988,3461
2022,10,02,Республика Башкортостан,114938,108077,6861
2022,10,12,Республика Марий Эл,14913,14155,758
2022,10,13,Республика Мордовия,13718,12889,829
2022,10,16,Республика Татарстан (Татарстан),220174,210887,9287
2022,10,18,Удмуртская Республика,42588,40664,1924
2022,10,21,Чувашская Республика - Чувашия,33165,31531,1634
2022,10,43,Кировская область,31109,29094,2015
2022,10,52,Нижегородская область,107578,102546,5032
2022,10,56,Оренбургская область,54015,51835,2180
2022,10,58,Пензенская область,28805,27074,1731
2022,10,59,Пермский край,93383,88813,4570
2022,10,63,Самарская область,142497,135900,6597
2022,10,64,Саратовская область,61791,59688,2103
2022,10,73,Ульяновская область,35536,33860,1676
2022,10,45,Курганская область,18636,17578,1058
2022,10,66,Свердловская область,167299,158476,8823
2022,10,72,Тюменская область,67052,63573,3479
2022,10,74,Челябинская область,118132,113404,4728
2022,10,86,Ханты-Мансийский автономный округ - Югра,49235,46527,2708
2022,10,89,Ямало-Ненецкий автономный округ,13052,12287,765
2022,10,04,Республика Алтай,7280,6751,529
2022,10,17,Республика Тыва,9411,9047,364
2022,10,19,Республика Хакасия,13770,13136,634
2022,10,22,Алтайский край,62163,59131,3032
2022,10,24,Красноярский край,103384,97579,5805
2022,10,38,Иркутская область,73148,70094,3054
2022,10,42,Кемеровская область,61784,58804,2980
2022,10,54,Новосибирская область,125724,119617,6107
2022,10,55,Омская область,64506,62021,2485
2022,10,70,Томская область,35170,33388,1782
2022,10,03,Республика Бурятия,19694,18365,1329
2022,10,14,Республика Саха (Якутия),27240,25315,1925
2022,10,25,Приморский край,52879,49530,3349
2022,10,27,Хабаровский край,40548,38402,2146
2022,10,28,Амурская область,17595,16710,885
2022,10,41,Камчатский край,6973,6530,443
2022,10,49,Магаданская область,3734,3478,256
2022,10,65,Сахалинская область,13317,12433,884
2022,10,75,Забайкальский край,17183,16212,971
2022,10,79,Еврейская автономная область,3092,2921,171
2022,10,87,Чукотский автономный округ,644,599,45
2022,11,00,Российская Федерация,6320223,5993504,326719
2022,11,31,Белгородская область,40701,37462,3239
2022,11,32,Брянская область,27473,26180,1293
2022,11,33,Владимирская область,34640,32609,2031
2022,11,36,Воронежская область,78320,75735,2585
2022,11,37,Ивановская область,24576,23186,1390
2022,11,40,Калужская область,43673,41252,2421
2022,11,44,Костромская область,14417,13593,824
2022,11,46,Курская область,25684,24509,1175
2022,11,48,Липецкая область,29463,28069,1394
2022,11,50,Московская область,466307,431618,34689
2022,11,57,Орловская область,19889,18806,1083
2022,11,62,Рязанская область,28204,26974,1230
2022,11,67,Смоленская область,21003,20062,941
2022,11,68,Тамбовская область,18534,17560,974
2022,11,69,Тверская область,38153,36578,1575
2022,11,71,Тульская область,35652,33646,2006
2022,11,76,Ярославская область,42635,40732,1903
2022,11,77,г.Москва,1205084,1130675,74409
2022,11,10,Республика Карелия,20206,18710,1496
2022,11,11,Республика Коми,19062,17872,1190
2022,11,29,Архангельская область,21172,19845,1327
2022,11,35,Вологодская область,27854,26324,1530
2022,11,39,Калининградская область,44373,42243,2130
2022,11,47,Ленинградская область,69902,65416,4486
2022,11,51,Мурманская область,19176,18201,975
2022,11,53,Новгородская область,17202,15981,1221
2022,11,60,Псковская область,16381,15481,900
2022,11,78,г.Санкт-Петербург,417021,396932,20089
2022,11,83,Ненецкий автономный округ,1142,1076,66
2022,11,01,Республика Адыгея (Адыгея),13174,12602,572
2022,11,08,Республика Калмыкия,6552,6089,463
2022,11,23,Краснодарский край,280853,264120,16733
2022,11,23,Сириус,53,51,2
2022,11,30,Астраханская область,35002,33470,1532
2022,11,34,Волгоградская область,83825,80135,3690
2022,11,61,Ростовская область,176076,166370,9706
2022,11,91,Республика Крым,78879,75566,3313
2022,11,92,г.Севастополь,17931,16964,967
2022,11,05,Республика Дагестан,197660,194827,2833
2022,11,06,Республика Ингушетия,8784,8538,246
2022,11,07,Кабардино-Балкарская Республика,54067,53029,1038
2022,11,09,Карачаево-Черкесская Республика,14215,13848,367
2022,11,15,Республика Северная Осетия - Алания,23807,23152,655
2022,11,20,Чеченская Республика,91413,90117,1296
2022,11,26,Ставропольский край,82951,79432,3519
2022,11,02,Республика Башкортостан,120256,113316,6940
2022,11,12,Республика Марий Эл,15508,14742,766
2022,11,13,Республика Мордовия,14318,13486,832
2022,11,16,Республика Татарстан (Татарстан),227663,218362,9301
2022,11,18,Удмуртская Республика,44562,42587,1975
2022,11,21,Чувашская Республика - Чувашия,34766,33078,1688
2022,11,43,Кировская область,32481,30402,2079
2022,11,52,Нижегородская область,112376,107252,5124
2022,11,56,Оренбургская область,56854,54620,2234
2022,11,58,Пензенская область,30386,28631,1755
2022,11,59,Пермский край,97195,93019,4176
2022,11,63,Самарская область,148332,141590,6742
2022,11,64,Саратовская область,64901,62741,2160
2022,11,73,Ульяновская область,37336,35607,1729
2022,11,45,Курганская область,19455,18395,1060
2022,11,66,Свердловская область,174776,165787,8989
2022,11,72,Тюменская область,70103,66530,3573
2022,11,74,Челябинская область,124760,119930,4830
2022,11,86,Ханты-Мансийский автономный округ - Югра,51184,48414,2770
2022,11,89,Ямало-Ненецкий автономный округ,13559,12794,765
2022,11,04,Республика Алтай,7621,7088,533
2022,11,17,Республика Тыва,10101,9720,381
2022,11,19,Республика Хакасия,14516,13860,656
2022,11,22,Алтайский край,65654,62542,3112
2022,11,24,Красноярский край,108253,102425,5828
2022,11,38,Иркутская область,76887,73786,3101
2022,11,42,Кемеровская область,64704,61694,3010
2022,11,54,Новосибирская область,131322,125057,6265
2022,11,55,Омская область,67627,65086,2541
2022,11,70,Томская область,36828,35044,1784
2022,11,03,Республика Бурятия,20707,19361,1346
2022,11,14,Республика Саха (Якутия),28414,26471,1943
2022,11,25,Приморский край,55242,51820,3422
2022,11,27,Хабаровский край,42522,40329,2193
2022,11,28,Амурская область,18441,17563,878
2022,11,41,Камчатский край,7574,7123,451
2022,11,49,Магаданская область,3886,3632,254
2022,11,65,Сахалинская область,13767,12950,817
2022,11,75,Забайкальский край,18289,17298,991
2022,11,79,Еврейская автономная область,3270,3094,176
2022,11,87,Чукотский автономный округ,686,641,45
2022,12,00,Российская Федерация,6561475,6223063,338412
2022,12,31,Белгородская область,42670,39243,3427
2022,12,32,Брянская область,28692,27320,1372
2022,12,33,Владимирская область,36290,34220,2070
2022,12,36,Воронежская область,81676,78953,2723
2022,12,37,Ивановская область,25712,24252,1460
2022,12,40,Калужская область,44930,42603,2327
2022,12,44,Костромская область,15017,14132,885
2022,12,46,Курская область,26751,25516,1235
2022,12,48,Липецкая область,30773,29288,1485
2022,12,50,Московская область,481084,445378,35706
2022,12,57,Орловская область,20658,19533,1125
2022,12,62,Рязанская область,29239,27966,1273
2022,12,67,Смоленская область,21930,20919,1011
2022,12,68,Тамбовская область,19326,18346,980
2022,12,69,Тверская область,39684,38032,1652
2022,12,71,Тульская область,37028,34896,2132
2022,12,76,Ярославская область,44332,42333,1999
2022,12,77,г.Москва,1235241,1159466,75775
2022,12,10,Республика Карелия,20993,19431,1562
2022,12,11,Республика Коми,19804,18554,1250
2022,12,29,Архангельская область,22010,20608,1402
2022,12,35,Вологодская область,29392,27779,1613
2022,12,39,Калининградская область,46034,43756,2278
2022,12,47,Ленинградская область,72266,67626,4640
2022,12,51,Мурманская область,19828,18800,1028
2022,12,53,Новгородская область,17913,16628,1285
2022,12,60,Псковская область,17022,16093,929
2022,12,78,г.Санкт-Петербург,430380,409719,20661
2022,12,83,Ненецкий автономный округ,1187,1117,70
2022,12,01,Республика Адыгея (Адыгея),13731,13125,606
2022,12,08,Республика Калмыкия,6854,6353,501
2022,12,23,Краснодарский край,292954,275393,17561
2022,12,23,Сириус,58,56,2
2022,12,30,Астраханская область,36590,34983,1607
2022,12,34,Волгоградская область,87016,83174,3842
2022,12,61,Ростовская область,184203,174107,10096
2022,12,91,Республика Крым,82750,79294,3456
2022,12,92,г.Севастополь,18876,17859,1017
2022,12,05,Республика Дагестан,211554,208473,3081
2022,12,06,Республика Ингушетия,9633,9367,266
2022,12,07,Кабардино-Балкарская Республика,55926,54796,1130
2022,12,09,Карачаево-Черкесская Республика,15281,14871,410
2022,12,15,Республика Северная Осетия - Алания,25247,24543,704
2022,12,20,Чеченская Республика,96586,95203,1383
2022,12,26,Ставропольский край,86690,83045,3645
2022,12,02,Республика Башкортостан,125499,118227,7272
2022,12,12,Республика Марий Эл,16373,15561,812
2022,12,13,Республика Мордовия,14881,14031,850
2022,12,16,Республика Татарстан (Татарстан),234307,225055,9252
2022,12,18,Удмуртская Республика,46233,44135,2098
2022,12,21,Чувашская Республика - Чувашия,36211,34421,1790
2022,12,43,Кировская область,33413,31231,2182
2022,12,52,Нижегородская область,116877,111483,5394
2022,12,56,Оренбургская область,59104,56612,2492
2022,12,58,Пензенская область,31790,29976,1814
2022,12,59,Пермский край,101070,96856,4214
2022,12,63,Самарская область,153773,146955,6818
2022,12,64,Саратовская область,67682,65378,2304
2022,12,73,Ульяновская область,39167,37293,1874
2022,12,45,Курганская область,20110,19004,1106
2022,12,66,Свердловская область,182205,172797,9408
2022,12,72,Тюменская область,72699,69043,3656
2022,12,74,Челябинская область,130023,124947,5076
2022,12,86,Ханты-Мансийский автономный округ - Югра,52921,50051,2870
2022,12,89,Ямало-Ненецкий автономный округ,14004,13210,794
2022,12,04,Республика Алтай,7840,7301,539
2022,12,17,Республика Тыва,10792,10380,412
2022,12,19,Республика Хакасия,15178,14483,695
2022,12,22,Алтайский край,68573,65370,3203
2022,12,24,Красноярский край,112701,106561,6140
2022,12,38,Иркутская область,80243,77005,3238
2022,12,42,Кемеровская область,67340,64172,3168
2022,12,54,Новосибирская область,137377,130704,6673
2022,12,55,Омская область,70398,67798,2600
2022,12,70,Томская область,38535,36639,1896
2022,12,03,Республика Бурятия,21603,20231,1372
2022,12,14,Республика Саха (Якутия),29862,27851,2011
2022,12,25,Приморский край,57633,54058,3575
2022,12,27,Хабаровский край,44099,41791,2308
2022,12,28,Амурская область,19208,18267,941
2022,12,41,Камчатский край,7846,7365,481
2022,12,49,Магаданская область,4029,3773,256
2022,12,65,Сахалинская область,14301,13445,856
