year,month,region_code,region_name,npd_total,npd_physical,npd_ie
2024,1,11,Республика Коми,30293,28539,1754
2024,1,29,Архангельская область,34602,32253,2349
2024,1,35,Вологодская область,46832,44414,2418
2024,1,39,Калининградская область,69599,65883,3716
2024,1,47,Ленинградская область,102679,96346,6333
2024,1,51,Мурманская область,28991,27636,1355
2024,1,53,Новгородская область,28008,26074,1934
2024,1,60,Псковская область,25601,24277,1324
2024,1,78,г.Санкт-Петербург,623926,591107,32819
2024,1,83,Ненецкий автономный округ,1726,1631,95
2024,1,01,Республика Адыгея (Адыгея),22455,21470,985
2024,1,08,Республика Калмыкия,9942,9219,723
2024,1,23,Краснодарский край,463957,437476,26481
2024,1,23,Сириус,333,314,19
2024,1,30,Астраханская область,55725,53182,2543
2024,1,34,Волгоградская область,128504,122438,6066
2024,1,61,Ростовская область,277207,262655,14552
2024,1,91,Республика Крым,129940,125175,4765
2024,1,92,г.Севастополь,29713,28341,1372
2024,1,05,Республика Дагестан,269365,264817,4548
2024,1,06,Республика Ингушетия,16873,16352,521
2024,1,07,Кабардино-Балкарская Республика,72215,70200,2015
2024,1,09,Карачаево-Черкесская Республика,22659,21776,883
2024,1,15,Республика Северная Осетия - Алания,41418,40000,1418
2024,1,20,Чеченская Республика,117413,115678,1735
2024,1,26,Ставропольский край,134836,129655,5181
2024,1,02,Республика Башкортостан,193511,182376,11135
2024,1,12,Республика Марий Эл,25544,24021,1523
2024,1,13,Республика Мордовия,22662,21339,1323
2024,1,16,Республика Татарстан (Татарстан),310503,297978,12525
2024,1,18,Удмуртская Республика,70196,66686,3510
2024,1,21,Чувашская Республика - Чувашия,56467,54055,2412
2024,1,43,Кировская область,51180,47909,3271
2024,1,52,Нижегородская область,171843,163919,7924
2024,1,56,Оренбургская область,92509,88032,4477
2024,1,58,Пензенская область,50611,47871,2740
2024,1,59,Пермский край,153323,146857,6466
2024,1,63,Самарская область,217421,208178,9243
2024,1,64,Саратовская область,105716,102070,3646
2024,1,73,Ульяновская область,57885,55395,2490
2024,1,45,Курганская область,30580,29127,1453
2024,1,66,Свердловская область,271755,258281,13474
2024,1,72,Тюменская область,112329,106673,5656
2024,1,74,Челябинская область,196645,188708,7937
2024,1,86,Ханты-Мансийский автономный округ - Югра,78424,74369,4055
2024,1,89,Ямало-Ненецкий автономный округ,20807,19570,1237
2024,1,04,Республика Алтай,12972,12203,769
2024,1,17,Республика Тыва,16782,16175,607
2024,1,19,Республика Хакасия,23544,22452,1092
2024,1,22,Алтайский край,107404,102851,4553
2024,1,24,Красноярский край,170160,161722,8438
2024,1,38,Иркутская область,126942,121778,5164
2024,1,42,Кемеровская область,103566,99186,4380
2024,1,54,Новосибирская область,205147,195525,9622
2024,1,55,Омская область,106842,103049,3793
2024,1,70,Томская область,58634,55739,2895
2024,1,03,Республика Бурятия,37795,35460,2335
2024,1,14,Республика Саха (Якутия),45621,43033,2588
2024,1,25,Приморский край,88807,83886,4921
2024,1,27,Хабаровский край,68197,64631,3566
2024,1,28,Амурская область,30378,28971,1407
2024,1,41,Камчатский край,12347,11607,740
2024,1,49,Магаданская область,5912,5571,341
2024,1,65,Сахалинская область,20134,18994,1140
2024,1,75,Забайкальский край,35804,33366,2438
2024,1,79,Еврейская автономная область,5260,5019,241
2024,1,87,Чукотский автономный округ,1118,1045,73
2024,2,00,Российская Федерация,9719285,9245031,474254
2024,2,50,Город и космодром Байконур,142,126,16
2024,2,90,Запорожская область,2043,1971,72
2024,2,93,Донецкая Народная Республика,15273,15024,249
2024,2,94,Луганская Народная Республика,5678,5578,100
2024,2,95,Херсонская область,690,661,29
2024,2,31,Белгородская область,67068,62358,4710
2024,2,32,Брянская область,44624,42621,2003
2024,2,33,Владимирская область,56240,53060,3180
2024,2,36,Воронежская область,127233,123198,4035
2024,2,37,Ивановская область,40826,38854,1972
2024,2,40,Калужская область,65814,62360,3454
2024,2,44,Костромская область,23920,22653,1267
2024,2,46,Курская область,42497,40789,1708
2024,2,48,Липецкая область,47920,45729,2191
2024,2,50,Московская область,680297,636729,43568
2024,2,57,Орловская область,32411,30963,1448
2024,2,62,Рязанская область,47082,44914,2168
2024,2,67,Смоленская область,35282,33655,1627
2024,2,68,Тамбовская область,32215,30901,1314
2024,2,69,Тверская область,61398,58815,2583
2024,2,71,Тульская область,58493,55462,3031
2024,2,76,Ярославская область,70941,68100,2841
2024,2,77,г.Москва,1609460,1519429,90031
2024,2,10,Республика Карелия,32225,30022,2203
2024,2,11,Республика Коми,31091,29322,1769
2024,2,29,Архангельская область,35706,33287,2419
2024,2,35,Вологодская область,48309,45927,2382
2024,2,39,Калининградская область,71482,67704,3778
2024,2,47,Ленинградская область,105271,98829,6442
2024,2,51,Мурманская область,29725,28408,1317
2024,2,53,Новгородская область,28906,26974,1932
2024,2,60,Псковская область,26388,25045,1343
2024,2,78,г.Санкт-Петербург,638218,605270,32948
2024,2,83,Ненецкий автономный округ,1740,1645,95
2024,2,01,Республика Адыгея (Адыгея),23088,22082,1006
2024,2,08,Республика Калмыкия,10152,9430,722
2024,2,23,Краснодарский край,477187,450322,26865
2024,2,23,Сириус,339,321,18
2024,2,30,Астраханская область,56986,54375,2611
2024,2,34,Волгоградская область,131722,125617,6105
2024,2,61,Ростовская область,283727,269009,14718
2024,2,91,Республика Крым,132671,127954,4717
2024,2,92,г.Севастополь,30317,28951,1366
2024,2,05,Республика Дагестан,272448,267738,4710
2024,2,06,Республика Ингушетия,17139,16605,534
2024,2,07,Кабардино-Балкарская Республика,72975,70961,2014
2024,2,09,Карачаево-Черкесская Республика,22977,22127,850
2024,2,15,Республика Северная Осетия - Алания,42445,40983,1462
2024,2,20,Чеченская Республика,118736,116930,1806
2024,2,26,Ставропольский край,138713,133419,5294
2024,2,02,Республика Башкортостан,199864,188562,11302
2024,2,12,Республика Марий Эл,26231,24691,1540
2024,2,13,Республика Мордовия,23450,22163,1287
2024,2,16,Республика Татарстан (Татарстан),316795,304177,12618
2024,2,18,Удмуртская Республика,72024,68487,3537
2024,2,21,Чувашская Республика - Чувашия,58201,55759,2442
2024,2,43,Кировская область,52701,49404,3297
2024,2,52,Нижегородская область,176237,168185,8052
2024,2,56,Оренбургская область,95349,90828,4521
2024,2,58,Пензенская область,52521,49738,2783
2024,2,59,Пермский край,157125,150506,6619
2024,2,63,Самарская область,222688,213326,9362
2024,2,64,Саратовская область,109143,105426,3717
2024,2,73,Ульяновская область,59443,56870,2573
2024,2,45,Курганская область,31331,29843,1488
2024,2,66,Свердловская область,279067,265464,13603
2024,2,72,Тюменская область,115329,109681,5648
2024,2,74,Челябинская область,201756,193857,7899
2024,2,86,Ханты-Мансийский автономный округ - Югра,80621,76556,4065
2024,2,89,Ямало-Ненецкий автономный округ,21259,20158,1101
2024,2,04,Республика Алтай,13352,12584,768
2024,2,17,Республика Тыва,17033,16426,607
2024,2,19,Республика Хакасия,24381,23273,1108
2024,2,22,Алтайский край,110605,105926,4679
2024,2,24,Красноярский край,175747,167370,8377
2024,2,38,Иркутская область,130533,125267,5266
2024,2,42,Кемеровская область,106770,102308,4462
2024,2,54,Новосибирская область,210477,200748,9729
2024,2,55,Омская область,109411,105569,3842
2024,2,70,Томская область,60343,57410,2933
2024,2,03,Республика Бурятия,39364,36940,2424
2024,2,14,Республика Саха (Якутия),46739,44129,2610
2024,2,25,Приморский край,91134,86178,4956
2024,2,27,Хабаровский край,69923,66288,3635
2024,2,28,Амурская область,31237,29823,1414
2024,2,41,Камчатский край,12686,11933,753
2024,2,49,Магаданская область,6060,5719,341
2024,2,65,Сахалинская область,20572,19507,1065
2024,2,75,Забайкальский край,36984,34490,2494
2024,2,79,Еврейская автономная область,5407,5163,244
2024,2,87,Чукотский автономный округ,1162,1092,70
2024,3,00,Российская Федерация,9934111,9450810,483301
2024,3,50,Город и космодром Байконур,197,182,15
2024,3,90,Запорожская область,2234,2157,77
2024,3,93,Донецкая Народная Республика,16521,16266,255
2024,3,94,Луганская Народная Республика,6156,6046,110
2024,3,95,Херсонская область,799,769,30
2024,3,31,Белгородская область,68512,63728,4784
2024,3,32,Брянская область,45569,43514,2055
2024,3,33,Владимирская область,57910,54630,3280
2024,3,36,Воронежская область,131397,127226,4171
2024,3,37,Ивановская область,41878,39871,2007
2024,3,40,Калужская область,67230,63752,3478
2024,3,44,Костромская область,24402,23114,1288
2024,3,46,Курская область,43643,41895,1748
2024,3,48,Липецкая область,49805,47543,2262
2024,3,50,Московская область,694627,650430,44197
2024,3,57,Орловская область,33712,32211,1501
2024,3,62,Рязанская область,48949,46659,2290
2024,3,67,Смоленская область,36344,34657,1687
2024,3,68,Тамбовская область,33089,31733,1356
2024,3,69,Тверская область,62769,60150,2619
2024,3,71,Тульская область,60163,57040,3123
2024,3,76,Ярославская область,72761,69791,2970
2024,3,77,г.Москва,1633958,1543379,90579
2024,3,10,Республика Карелия,33050,30795,2255
2024,3,11,Республика Коми,31861,30046,1815
2024,3,29,Архангельская область,36738,34349,2389
2024,3,35,Вологодская область,49701,47325,2376
2024,3,39,Калининградская область,73210,69331,3879
2024,3,47,Ленинградская область,107651,101090,6561
2024,3,51,Мурманская область,30605,29234,1371
2024,3,53,Новгородская область,29761,27782,1979
2024,3,60,Псковская область,27173,25805,1368
2024,3,78,г.Санкт-Петербург,651605,617978,33627
2024,3,83,Ненецкий автономный округ,1770,1683,87
2024,3,01,Республика Адыгея (Адыгея),23613,22565,1048
2024,3,08,Республика Калмыкия,10344,9611,733
2024,3,23,Краснодарский край,487531,460094,27437
2024,3,23,Сириус,338,320,18
2024,3,30,Астраханская область,58299,55589,2710
2024,3,34,Волгоградская область,135391,129036,6355
2024,3,61,Ростовская область,289570,274457,15113
2024,3,91,Республика Крым,135149,130331,4818
2024,3,92,г.Севастополь,30908,29579,1329
2024,3,05,Республика Дагестан,274785,269756,5029
2024,3,06,Республика Ингушетия,17324,16846,478
2024,3,07,Кабардино-Балкарская Республика,72969,71535,1434
2024,3,09,Карачаево-Черкесская Республика,23301,22422,879
2024,3,15,Республика Северная Осетия - Алания,43604,42078,1526
2024,3,20,Чеченская Республика,119522,117628,1894
2024,3,26,Ставропольский край,142071,136678,5393
2024,3,02,Республика Башкортостан,205595,194064,11531
2024,3,12,Республика Марий Эл,26868,25275,1593
2024,3,13,Республика Мордовия,24106,22829,1277
2024,3,16,Республика Татарстан (Татарстан),322636,309742,12894
2024,3,18,Удмуртская Республика,73960,70426,3534
2024,3,21,Чувашская Республика - Чувашия,59777,57238,2539
2024,3,43,Кировская область,54524,51159,3365
2024,3,52,Нижегородская область,180384,172146,8238
2024,3,56,Оренбургская область,98082,93377,4705
2024,3,58,Пензенская область,54222,51372,2850
2024,3,59,Пермский край,160715,153932,6783
2024,3,63,Самарская область,227723,218108,9615
2024,3,64,Саратовская область,112210,108362,3848
2024,3,73,Ульяновская область,61239,58542,2697
2024,3,45,Курганская область,32106,30601,1505
2024,3,66,Свердловская область,285768,271828,13940
2024,3,72,Тюменская область,118287,112430,5857
2024,3,74,Челябинская область,206506,198364,8142
2024,3,86,Ханты-Мансийский автономный округ - Югра,82809,78615,4194
2024,3,89,Ямало-Ненецкий автономный округ,21746,20666,1080
2024,3,04,Республика Алтай,13744,12957,787
2024,3,17,Республика Тыва,17303,16666,637
2024,3,19,Республика Хакасия,25166,24011,1155
2024,3,22,Алтайский край,113415,108677,4738
2024,3,24,Красноярский край,180550,171942,8608
2024,3,38,Иркутская область,133903,128481,5422
2024,3,42,Кемеровская область,109975,105366,4609
2024,3,54,Новосибирская область,214979,205165,9814
2024,3,55,Омская область,112469,108491,3978
2024,3,70,Томская область,61854,58859,2995
2024,3,03,Республика Бурятия,40861,38349,2512
2024,3,14,Республика Саха (Якутия),47853,45205,2648
2024,3,25,Приморский край,93569,88489,5080
2024,3,27,Хабаровский край,71587,67879,3708
2024,3,28,Амурская область,32132,30629,1503
2024,3,41,Камчатский край,12943,12176,767
2024,3,49,Магаданская область,6230,5881,349
2024,3,65,Сахалинская область,21040,19928,1112
2024,3,75,Забайкальский край,38127,35538,2589
2024,3,79,Еврейская автономная область,5482,5227,255
2024,3,87,Чукотский автономный округ,1197,1132,65
2024,4,00,Российская Федерация,10260288,9754889,505399
2024,4,50,Город и космодром Байконур,220,203,17
2024,4,90,Запорожская область,2444,2356,88
2024,4,93,Донецкая Народная Республика,18018,17736,282
2024,4,94,Луганская Народная Республика,6692,6574,118
2024,4,95,Херсонская область,913,877,36
2024,4,31,Белгородская область,71160,66216,4944
2024,4,32,Брянская область,47244,45129,2115
2024,4,33,Владимирская область,59761,56471,3290
2024,4,36,Воронежская область,138817,134277,4540
2024,4,37,Ивановская область,43414,41326,2088
2024,4,40,Калужская область,69109,65482,3627
2024,4,44,Костромская область,25266,23930,1336
2024,4,46,Курская область,45417,43599,1818
2024,4,48,Липецкая область,51520,49118,2402
2024,4,50,Московская область,715091,668908,46183
2024,4,57,Орловская область,34738,33185,1553
2024,4,62,Рязанская область,50800,48337,2463
2024,4,67,Смоленская область,37968,36197,1771
2024,4,68,Тамбовская область,34407,32986,1421
2024,4,69,Тверская область,64735,62009,2726
2024,4,71,Тульская область,62776,59476,3300
2024,4,76,Ярославская область,75097,72053,3044
2024,4,77,г.Москва,1675888,1581459,94429
2024,4,10,Республика Карелия,34544,32200,2344
2024,4,11,Республика Коми,33218,31320,1898
2024,4,29,Архангельская область,38271,35786,2485
2024,4,35,Вологодская область,52290,49817,2473
2024,4,39,Калининградская область,76694,72743,3951
2024,4,47,Ленинградская область,111519,104653,6866
2024,4,51,Мурманская область,31664,30259,1405
2024,4,53,Новгородская область,30944,28875,2069
2024,4,60,Псковская область,28549,27141,1408
2024,4,78,г.Санкт-Петербург,673089,638046,35043
2024,4,83,Ненецкий автономный округ,1811,1723,88
2024,4,01,Республика Адыгея (Адыгея),24507,23386,1121
2024,4,08,Республика Калмыкия,10864,10125,739
2024,4,23,Краснодарский край,508971,480044,28927
2024,4,23,Сириус,349,326,23
2024,4,30,Астраханская область,59643,57129,2514
2024,4,34,Волгоградская область,139708,133005,6703
2024,4,61,Ростовская область,299458,283790,15668
2024,4,91,Республика Крым,138455,133428,5027
2024,4,92,г.Севастополь,31691,30312,1379
2024,4,05,Республика Дагестан,278062,272659,5403
2024,4,06,Республика Ингушетия,17598,17137,461
2024,4,07,Кабардино-Балкарская Республика,74036,72523,1513
2024,4,09,Карачаево-Черкесская Республика,23692,22846,846
2024,4,15,Республика Северная Осетия - Алания,45364,43795,1569
2024,4,20,Чеченская Республика,120412,118489,1923
2024,4,26,Ставропольский край,148538,142718,5820
2024,4,02,Республика Башкортостан,214100,201947,12153
2024,4,12,Республика Марий Эл,28528,26797,1731
2024,4,13,Республика Мордовия,25127,23783,1344
2024,4,16,Республика Татарстан (Татарстан),331111,317566,13545
2024,4,18,Удмуртская Республика,76609,72883,3726
2024,4,21,Чувашская Республика - Чувашия,62064,59429,2635
2024,4,43,Кировская область,56677,53187,3490
2024,4,52,Нижегородская область,186533,177899,8634
2024,4,56,Оренбургская область,101216,96308,4908
2024,4,58,Пензенская область,56355,53427,2928
2024,4,59,Пермский край,166047,159038,7009
2024,4,63,Самарская область,235948,225646,10302
2024,4,64,Саратовская область,117840,113658,4182
2024,4,73,Ульяновская область,63270,60464,2806
2024,4,45,Курганская область,33109,31528,1581
2024,4,66,Свердловская область,295756,281139,14617
2024,4,72,Тюменская область,122327,116251,6076
2024,4,74,Челябинская область,213885,205330,8555
2024,4,86,Ханты-Мансийский автономный округ - Югра,85451,81018,4433
2024,4,89,Ямало-Ненецкий автономный округ,22627,21579,1048
2024,4,04,Республика Алтай,14266,13444,822
2024,4,17,Республика Тыва,17734,17043,691
2024,4,19,Республика Хакасия,25989,24765,1224
2024,4,22,Алтайский край,117306,112271,5035
2024,4,24,Красноярский край,186009,177067,8942
2024,4,38,Иркутская область,138173,132464,5709
2024,4,42,Кемеровская область,114254,109384,4870
2024,4,54,Новосибирская область,222438,212039,10399
2024,4,55,Омская область,116116,111857,4259
2024,4,70,Томская область,64109,60935,3174
2024,4,03,Республика Бурятия,42547,39894,2653
2024,4,14,Республика Саха (Якутия),49244,46502,2742
2024,4,25,Приморский край,96771,91538,5233
2024,4,27,Хабаровский край,73994,70181,3813
2024,4,28,Амурская область,33483,31932,1551
2024,4,41,Камчатский край,13323,12536,787
2024,4,49,Магаданская область,6423,6060,363
2024,4,65,Сахалинская область,21557,20434,1123
2024,4,75,Забайкальский край,39680,36927,2753
2024,4,79,Еврейская автономная область,5623,5391,232
2024,4,87,Чукотский автономный округ,1233,1169,64
2024,5,00,Российская Федерация,10477727,9967722,510005
2024,5,50,Город и космодром Байконур,243,226,17
2024,5,90,Запорожская область,2604,2520,84
2024,5,93,Донецкая Народная Республика,19155,18867,288
2024,5,94,Луганская Народная Республика,7293,7171,122
2024,5,95,Херсонская область,979,942,37
2024,5,31,Белгородская область,72764,67779,4985
2024,5,32,Брянская область,48345,46142,2203
2024,5,33,Владимирская область,61349,58054,3295
2024,5,36,Воронежская область,143020,138447,4573
2024,5,37,Ивановская область,44485,42327,2158
2024,5,40,Калужская область,70634,66931,3703
2024,5,44,Костромская область,25927,24547,1380
2024,5,46,Курская область,46621,44737,1884
2024,5,48,Липецкая область,52810,50366,2444
2024,5,50,Московская область,727693,681484,46209
2024,5,57,Орловская область,35548,33989,1559
2024,5,62,Рязанская область,52188,49676,2512
2024,5,67,Смоленская область,38890,37096,1794
2024,5,68,Тамбовская область,35389,33947,1442
2024,5,69,Тверская область,66173,63404,2769
2024,5,71,Тульская область,64472,61197,3275
2024,5,76,Ярославская область,76681,73490,3191
2024,5,77,г.Москва,1701651,1608079,93572
2024,5,10,Республика Карелия,35378,33007,2371
2024,5,11,Республика Коми,34012,32076,1936
2024,5,29,Архангельская область,39175,36648,2527
2024,5,35,Вологодская область,53915,51425,2490
2024,5,39,Калининградская область,78658,74570,4088
2024,5,47,Ленинградская область,113809,106879,6930
2024,5,51,Мурманская область,32349,30944,1405
2024,5,53,Новгородская область,31756,29619,2137
2024,5,60,Псковская область,29267,27827,1440
2024,5,78,г.Санкт-Петербург,687071,651649,35422
2024,5,83,Ненецкий автономный округ,1839,1755,84
2024,5,01,Республика Адыгея (Адыгея),25245,24108,1137
2024,5,08,Республика Калмыкия,11161,10401,760
2024,5,23,Краснодарский край,522161,493048,29113
2024,5,23,Сириус,358,335,23
2024,5,30,Астраханская область,61159,58705,2454
2024,5,34,Волгоградская область,143019,136090,6929
2024,5,61,Ростовская область,305714,290045,15669
2024,5,91,Республика Крым,141159,136119,5040
2024,5,92,г.Севастополь,32315,30895,1420
2024,5,05,Республика Дагестан,280665,275266,5399
2024,5,06,Республика Ингушетия,17899,17451,448
2024,5,07,Кабардино-Балкарская Республика,74939,73324,1615
2024,5,09,Карачаево-Черкесская Республика,24106,23235,871
2024,5,15,Республика Северная Осетия - Алания,46533,44881,1652
2024,5,20,Чеченская Республика,121054,119082,1972
2024,5,26,Ставропольский край,152672,146720,5952
2024,5,02,Республика Башкортостан,219693,207273,12420
2024,5,12,Республика Марий Эл,29309,27548,1761
2024,5,13,Республика Мордовия,25866,24426,1440
2024,5,16,Республика Татарстан (Татарстан),336480,322564,13916
2024,5,18,Удмуртская Республика,78553,74685,3868
2024,5,21,Чувашская Республика - Чувашия,63558,60764,2794
2024,5,43,Кировская область,58077,54544,3533
2024,5,52,Нижегородская область,190833,182067,8766
2024,5,56,Оренбургская область,103826,98801,5025
2024,5,58,Пензенская область,57768,54701,3067
2024,5,59,Пермский край,169615,162533,7082
2024,5,63,Самарская область,240638,230264,10374
2024,5,64,Саратовская область,121395,117122,4273
2024,5,73,Ульяновская область,64705,61840,2865
2024,5,45,Курганская область,33795,32195,1600
2024,5,66,Свердловская область,302237,287849,14388
2024,5,72,Тюменская область,125546,119301,6245
2024,5,74,Челябинская область,218826,210066,8760
2024,5,86,Ханты-Мансийский автономный округ - Югра,87412,82939,4473
2024,5,89,Ямало-Ненецкий автономный округ,23265,22212,1053
2024,5,04,Республика Алтай,14767,13912,855
2024,5,17,Республика Тыва,18027,17363,664
2024,5,19,Республика Хакасия,26603,25341,1262
2024,5,22,Алтайский край,120153,114934,5219
2024,5,24,Красноярский край,190402,181269,9133
2024,5,38,Иркутская область,141346,135554,5792
2024,5,42,Кемеровская область,117359,112387,4972
2024,5,54,Новосибирская область,227606,217075,10531
2024,5,55,Омская область,118871,114558,4313
2024,5,70,Томская область,65606,62377,3229
2024,5,03,Республика Бурятия,43557,40864,2693
2024,5,14,Республика Саха (Якутия),50409,47640,2769
2024,5,25,Приморский край,99339,94075,5264
2024,5,27,Хабаровский край,75625,71758,3867
2024,5,28,Амурская область,34349,32782,1567
2024,5,41,Камчатский край,13591,12819,772
2024,5,49,Магаданская область,6567,6205,362
2024,5,65,Сахалинская область,21950,20826,1124
2024,5,75,Забайкальский край,40898,38066,2832
2024,5,79,Еврейская автономная область,5724,5486,238
2024,5,87,Чукотский автономный округ,1279,1215,64
2024,6,00,Российская Федерация,10717792,10195815,521977
2024,6,50,Город и космодром Байконур,255,238,17
2024,6,90,Запорожская область,2802,2707,95
2024,6,93,Донецкая Народная Республика,20338,20017,321
2024,6,94,Луганская Народная Республика,7856,7719,137
2024,6,95,Херсонская область,1070,1026,44
2024,6,31,Белгородская область,74400,69350,5050
2024,6,32,Брянская область,49566,47309,2257
2024,6,33,Владимирская область,63017,59626,3391
2024,6,36,Воронежская область,147087,142428,4659
2024,6,37,Ивановская область,45830,43591,2239
2024,6,40,Калужская область,72213,68455,3758
2024,6,44,Костромская область,26677,25254,1423
2024,6,46,Курская область,47776,45879,1897
2024,6,48,Липецкая область,54175,51652,2523
2024,6,50,Московская область,743062,695852,47210
2024,6,57,Орловская область,36372,34797,1575
2024,6,62,Рязанская область,53497,50870,2627
2024,6,67,Смоленская область,39846,37987,1859
2024,6,68,Тамбовская область,36439,34939,1500
2024,6,69,Тверская область,67753,64898,2855
2024,6,71,Тульская область,66378,63028,3350
2024,6,76,Ярославская область,78644,75330,3314
2024,6,77,г.Москва,1731843,1636727,95116
2024,6,10,Республика Карелия,36279,33864,2415
2024,6,11,Республика Коми,34935,32956,1979
2024,6,29,Архангельская область,40207,37594,2613
2024,6,35,Вологодская область,55358,52793,2565
2024,6,39,Калининградская область,80816,76640,4176
2024,6,47,Ленинградская область,116434,109351,7083
2024,6,51,Мурманская область,32998,31564,1434
2024,6,53,Новгородская область,32501,30326,2175
2024,6,60,Псковская область,29940,28466,1474
2024,6,78,г.Санкт-Петербург,702561,666176,36385
2024,6,83,Ненецкий автономный округ,1870,1781,89
2024,6,01,Республика Адыгея (Адыгея),25967,24778,1189
2024,6,08,Республика Калмыкия,11487,10712,775
2024,6,23,Краснодарский край,534882,505195,29687
2024,6,23,Сириус,363,341,22
2024,6,30,Астраханская область,62858,60339,2519
2024,6,34,Волгоградская область,146669,139445,7224
2024,6,61,Ростовская область,312611,296514,16097
2024,6,91,Республика Крым,143828,138631,5197
2024,6,92,г.Севастополь,32905,31435,1470
2024,6,05,Республика Дагестан,283071,277371,5700
2024,6,06,Республика Ингушетия,18181,17697,484
2024,6,07,Кабардино-Балкарская Республика,75939,74217,1722
2024,6,09,Карачаево-Черкесская Республика,24465,23546,919
2024,6,15,Республика Северная Осетия - Алания,48393,46636,1757
2024,6,20,Чеченская Республика,121846,119783,2063
2024,6,26,Ставропольский край,156887,150783,6104
2024,6,02,Республика Башкортостан,226135,213383,12752
2024,6,12,Республика Марий Эл,30159,28372,1787
2024,6,13,Республика Мордовия,26555,25056,1499
2024,6,16,Республика Татарстан (Татарстан),342353,328201,14152
2024,6,18,Удмуртская Республика,80358,76390,3968
2024,6,21,Чувашская Республика - Чувашия,65046,62155,2891
2024,6,43,Кировская область,59643,56012,3631
2024,6,52,Нижегородская область,195633,186635,8998
2024,6,56,Оренбургская область,106764,101554,5210
2024,6,58,Пензенская область,59342,56197,3145
2024,6,59,Пермский край,173750,166490,7260
2024,6,63,Самарская область,245869,235108,10761
2024,6,64,Саратовская область,124715,120383,4332
2024,6,73,Ульяновская область,66260,63277,2983
2024,6,45,Курганская область,34715,33121,1594
2024,6,66,Свердловская область,310137,295473,14664
2024,6,72,Тюменская область,128929,122644,6285
2024,6,74,Челябинская область,225109,216047,9062
2024,6,86,Ханты-Мансийский автономный округ - Югра,89686,85144,4542
2024,6,89,Ямало-Ненецкий автономный округ,23739,22691,1048
2024,6,04,Республика Алтай,15218,14349,869
2024,6,17,Республика Тыва,18573,17850,723
2024,6,19,Республика Хакасия,27472,26153,1319
2024,6,22,Алтайский край,122858,117446,5412
2024,6,24,Красноярский край,195151,185864,9287
2024,6,38,Иркутская область,144851,138966,5885
2024,6,42,Кемеровская область,120677,115575,5102
2024,6,54,Новосибирская область,233255,222399,10856
2024,6,55,Омская область,121797,117377,4420
2024,6,70,Томская область,67509,64202,3307
2024,6,03,Республика Бурятия,44982,42290,2692
2024,6,14,Республика Саха (Якутия),51997,49166,2831
2024,6,25,Приморский край,101730,96440,5290
2024,6,27,Хабаровский край,77634,73853,3781
2024,6,28,Амурская область,35629,34034,1595
2024,6,41,Камчатский край,13922,13136,786
2024,6,49,Магаданская область,6794,6422,372
2024,6,65,Сахалинская область,22453,21322,1131
2024,6,75,Забайкальский край,42020,39102,2918
2024,6,79,Еврейская автономная область,5904,5669,235
2024,6,87,Чукотский автономный округ,1322,1254,68
2024,7,00,Российская Федерация,10984938,10447351,537587
2024,7,50,Город и космодром Байконур,263,246,17
2024,7,90,Запорожская область,2997,2891,106
2024,7,93,Донецкая Народная Республика,21354,21055,299
2024,7,94,Луганская Народная Республика,8390,8240,150
2024,7,95,Херсонская область,1203,1156,47
2024,7,31,Белгородская область,76316,71071,5245
2024,7,32,Брянская область,50852,48590,2262
2024,7,33,Владимирская область,64931,61499,3432
2024,7,36,Воронежская область,151881,146998,4883
2024,7,37,Ивановская область,47390,45042,2348
2024,7,40,Калужская область,74187,70270,3917
2024,7,44,Костромская область,27406,25965,1441
2024,7,46,Курская область,49047,47076,1971
2024,7,48,Липецкая область,55818,53203,2615
2024,7,50,Московская область,761012,712666,48346
2024,7,57,Орловская область,37256,35636,1620
2024,7,62,Рязанская область,55087,52351,2736
2024,7,67,Смоленская область,40862,38911,1951
2024,7,68,Тамбовская область,37559,36024,1535
2024,7,69,Тверская область,69454,66546,2908
2024,7,71,Тульская область,68411,65021,3390
2024,7,76,Ярославская область,80781,77422,3359
2024,7,77,г.Москва,1764744,1667416,97328
2024,7,10,Республика Карелия,37215,34765,2450
2024,7,11,Республика Коми,35953,33924,2029
2024,7,29,Архангельская область,41228,38538,2690
2024,7,35,Вологодская область,57137,54498,2639
2024,7,39,Калининградская область,83128,78870,4258
2024,7,47,Ленинградская область,119303,112009,7294
2024,7,51,Мурманская область,33646,32159,1487
2024,7,53,Новгородская область,33296,31125,2171
2024,7,60,Псковская область,30671,29179,1492
2024,7,78,г.Санкт-Петербург,719842,682237,37605
2024,7,83,Ненецкий автономный округ,1885,1793,92
2024,7,01,Республика Адыгея (Адыгея),26717,25507,1210
2024,7,08,Республика Калмыкия,11694,10923,771
2024,7,23,Краснодарский край,548690,518270,30420
2024,7,23,Сириус,364,343,21
2024,7,30,Астраханская область,64169,61776,2393
2024,7,34,Волгоградская область,151037,143493,7544
2024,7,61,Ростовская область,320749,304083,16666
2024,7,91,Республика Крым,146925,141647,5278
2024,7,92,г.Севастополь,33518,31997,1521
2024,7,05,Республика Дагестан,285742,279662,6080
2024,7,06,Республика Ингушетия,18526,18024,502
2024,7,07,Кабардино-Балкарская Республика,77048,75218,1830
2024,7,09,Карачаево-Черкесская Республика,25000,24019,981
2024,7,15,Республика Северная Осетия - Алания,49746,47881,1865
2024,7,20,Чеченская Республика,123136,120967,2169
